"","SubPathID","SubPathway","Size","Gene","Centralscore","Pvalue","FDR"
"104","00900_5","Terpenoid backbone biosynthesis","14","ZMPSTE24,NUS1,FDPS,FNTA,FNTB,ICMT,PDSS1,IDI1,MVD,PDSS2,DHDDS,IDI2,GGPS1,RCE1",0.0015,0,0
"105","00920_1","Sulfur metabolism","10","BPNT1,ETHE1,MPST,CYCS,IMPAD1,SQOR,SUOX,TST,PAPSS2,PAPSS1",0.0015,0,0
"106","00980_9","Metabolism of xenobiotics by cytochrome P450","5","CYP1A1,CYP1B1,CYP2B6,EPHX1,SULT2A1",0.0015,0,0
"107","00980_11","Metabolism of xenobiotics by cytochrome P450","10","CYP1A1,CYP2A6,CYP2A13,CYP2D6,CYP2E1,CYP3A4,AKR1C1,HSD11B1,CBR1,CBR3",0.0015,0,0
"108","00982_2","Drug metabolism - cytochrome P450","8","CYP2C9,CYP2D6,CYP3A4,FMO1,FMO2,FMO3,FMO4,FMO5",0.0015,0,0
"109","00982_10","Drug metabolism - cytochrome P450","6","CYP2C19,CYP2D6,CYP3A4,AOX1,MAOA,MAOB",0.0015,0,0
"110","00983_2","Drug metabolism - other enzymes","6","NAT2,CES1,GSTO2,CYP2E1,GSTA5,GSTA1,GSTA2,GSTA3,GSTA4,GSTM1,GSTM2,GSTM3,GSTM4,GSTM5,GSTP1,GSTT1,GSTT2,MGST1,MGST2,MGST3,MPO,GSTT2B,NAT1,GSTO1",0.0015,0,0
"111","01521_4","EGFR tyrosine kinase inhibitor resistance","47","EGF,EGFR,ERBB2,ERBB3,FGF2,FGFR3,FGFR2,GAB1,SHC2,GAS6,GRB2,HGF,NRG1,IGF1,IGF1R,IL6,IL6R,JAK1,JAK2,KDR,SHC4,MET,PDGFA,PDGFB,PDGFRA,PDGFRB,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLCG1,SHC3,PLCG2,PRKCA,PRKCB,AXL,PRKCG,PDGFC,SHC1,SRC,STAT3,TGFA,VEGFA,PDGFD,PIK3R3,NRG2",0.0015,0,0
"112","01521_9","EGFR tyrosine kinase inhibitor resistance","11","BCL2L11,ARAF,MAPK1,MAPK3,MAP2K1,MAP2K2,BAX,RAF1,BCL2,BCL2L1,BRAF",0.0015,0,0
"113","01522_2","Endocrine resistance","40","CARM1,ADCY1,ADCY2,ADCY3,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,MAPK14,ADCY4,ESR1,ESR2,FOS,MTOR,GNAS,HRAS,ARAF,JUN,KRAS,NRAS,MED1,PRKACA,PRKACB,PRKACG,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,MAP2K1,MAP2K2,RAF1,RPS6KB1,RPS6KB2,MAPK12,SP1,SRC,BRAF,NCOA3",0.0015,0,0
"114","01524_1","Platinum drug resistance","18","AKT3,CDKN1A,AKT1,AKT2,APAF1,BIRC2,BIRC3,XIAP,BIRC5,MAP3K5,ATM,CYCS,BID,TP53,CASP3,CASP8,CASP9,FADD",0.0015,0,0
"115","01524_2","Platinum drug resistance","18","CDKN1A,BBC3,BIRC2,BIRC3,XIAP,BIRC5,FAS,MDM2,ATM,PMAIP1,BAK1,BAX,BID,TP53,CASP3,CASP8,CASP9,FADD",0.0015,0,0
"116","01524_4","Platinum drug resistance","25","AKT3,CDKN1A,AKT1,AKT2,APAF1,BIRC2,BIRC3,XIAP,BIRC5,MAP3K5,PDPK1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,CYCS,MAPK1,MAPK3,BAD,BCL2,BCL2L1,CASP3,CASP9,PIK3R3",0.0015,0,0
"117","03013_2","RNA transport","13","NXF1,NUPL2,NCBP2,NCBP1,NUP88,PHAX,NXF5,NXF3,NXF2,RAN,NXF2B,XPO1,NUP214",0.0015,0,0
"118","03013_3","RNA transport","10","STRAP,DDX20,GEMIN5,GEMIN4,GEMIN8,SMN1,SMN2,GEMIN7,GEMIN6,GEMIN2",0.0015,0,0
"119","03013_8","RNA transport","23","ALYREF,SAP18,NXF1,NUPL2,UPF2,NXT1,MAGOH,NUP98,MAGOHB,NXT2,NXF5,NXF3,NXF2,UPF3B,UPF3A,NXF2B,XPO1,DDX39B,RAE1,THOC5,EIF4A3,RBM8A,THOC1",0.0015,0,0
"120","03013_13","RNA transport","9","NUP160,NUP43,NUP98,NUP133,NUP107,SEC13,NUP37,NUP85,SEH1L",0.0015,0,0
"121","03013_14","RNA transport","13","RGPD4,SUMO4,RGPD1,RANBP2,RANGAP1,RGPD3,SUMO3,SUMO2,RGPD8,RGPD2,UBE2I,SUMO1,RGPD5",0.0015,0,0
"122","03013_18","RNA transport","24","EIF1,EIF1B,EIF1AX,EIF2S1,EIF2B1,EIF2S3,EIF5,EIF3E,EIF3CL,EIF3A,EIF3B,EIF3C,EIF3D,EIF3F,EIF3G,EIF3H,EIF3I,EIF3J,EIF2B4,EIF2B3,EIF2B2,EIF2B5,EIF2S2,EIF1AY",0.0015,0,0
"123","03013_20","RNA transport","18","PAIP1,PABPC4L,PABPC5,EIF4A1,EIF4A2,EIF4B,EIF4E,EIF4G1,EIF4G2,EIF4E1B,PABPC1,PABPC1L2A,PABPC3,PABPC1L2B,PABPC1L,EIF4G3,PABPC4,EIF4E2",0.0015,0,0
"124","03015_2","mRNA surveillance pathway","37","PABPC4L,PABPC5,ETF1,NCBP2,SMG1,SMG6,SMG5,GSPT2,UPF2,PABPC1,PPP2R3B,GSPT1,PABPC1L2A,NCBP1,PABPC3,PPP2R3C,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R2A,PPP2R2B,PPP2R2C,PPP2R3A,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PPP2R2D,UPF1,PABPC1L2B,UPF3B,UPF3A,PABPC1L,PABPC4,SMG7",0.0015,0,0
"125","03015_5","mRNA surveillance pathway","11","CPSF4,SSU72,CPSF1,CPSF3,CPSF2,PPP1CA,PPP1CB,PPP1CC,WDR33,WDR82,FIP1L1",0.0015,0,0
"126","03015_6","mRNA surveillance pathway","5","CSTF1,CSTF2,CSTF3,CSTF2T,SYMPK",0.0015,0,0
"127","03018_1","RNA degradation","18","TOB1,TOB2,BTG3,PABPC4L,PABPC5,PAN3,PABPC1,CNOT7,PABPC1L2A,PABPC3,BTG4,PABPC1L2B,BTG1,BTG2,PABPC1L,PABPC4,CNOT8,PAN2",0.0015,0,0
"128","03320_1","PPAR signaling pathway","65","NR1H3,SORBS1,SLC27A4,APOA5,PLIN2,CPT1C,CPT1A,CPT1B,CPT2,CYP7A1,CYP8B1,CYP27A1,DBI,EHHADH,FABP4,FABP1,FABP3,ACSL1,ACSL3,ACSL4,ACSBG1,ACSL6,GK,GK2,ACAA1,HMGCS2,ACADL,APOA1,APOA2,ACADM,APOC3,ILK,AQP7,SLC27A1,LPL,ME1,MMP1,PLIN5,OLR1,ACOX1,PCK1,PCK2,ANGPTL4,PDPK1,ACSL5,PLIN1,PLTP,PPARA,PPARD,PPARG,RXRA,RXRB,RXRG,SCD,SCP2,PLIN4,UBC,UCP1,SCD5,ACSBG2,ACOX2,ACOX3,ADIPOQ,FADS2,CD36",0.0015,0,0
"129","03440_1","Homologous recombination","14","RAD50,TOPBP1,BABAM1,MRE11,ATM,SYCP3,BARD1,RBBP8,BRCA1,BRCA2,PALB2,SEM1,BRIP1,ABRAXAS1",0.0015,0,0
"130","03440_3","Homologous recombination","13","BABAM1,ATM,UIMC1,BARD1,RBBP8,BRCA1,BRCA2,BRCC3,PALB2,SEM1,BRIP1,ABRAXAS1,BABAM2",0.0015,0,0
"131","03460_5","Fanconi anemia pathway","32","RMI2,CENPX,FANCA,FANCC,FANCD2,FANCE,FANCB,FANCF,FANCG,FAN1,UBE2T,HES1,CENPS,MLH1,PMS2,ATR,FANCL,FANCI,WDR48,FANCM,RAD51,RAD51C,BLM,BRCA2,TOP3A,USP1,RMI1,FAAP100,BRIP1,ATRIP,TOP3B,FAAP24",0.0015,0,0
"132","04010_2","MAPK signaling pathway","60","RASGRP1,RASGRP2,CACNG3,CACNG2,RASGRP4,RRAS2,MRAS,RASGRP3,CACNG5,CACNG4,GNA12,GRB2,HRAS,ARAF,KRAS,NF1,NRAS,PRKACA,PRKACB,PRKACG,PRKCA,PRKCB,CACNA2D3,PRKCG,GNG12,MAP2K1,MAP2K2,RAF1,RAP1A,RAP1B,RASA1,RASA2,RASGRF1,RASGRF2,CACNG8,CACNG7,CACNG6,RRAS,SOS1,SOS2,BRAF,CACNA1A,CACNA1B,CACNA1C,CACNA1D,CACNA1E,CACNA1F,CACNA1S,CACNA2D1,CACNB1,CACNB2,CACNB3,CACNB4,CACNG1,CACNA1I,CACNA1H,CACNA1G,CACNA2D2,CACNA2D4,RAPGEF2",0.0015,0,0
"133","04010_3","MAPK signaling pathway","67","PLA2G4B,DUSP10,CHUK,PLA2G4E,MAP3K8,DUSP1,DUSP2,DUSP3,DUSP4,DUSP5,DUSP6,DUSP7,DUSP8,DUSP9,ELK1,ELK4,RRAS2,MRAS,MAPK8IP3,PLA2G4F,RPS6KA6,PLA2G4D,MKNK2,HRAS,IKBKB,ARAF,KRAS,STMN1,MAPT,MAP3K1,MYC,NRAS,PLA2G4A,PRKCA,PRKCB,PRKCG,MAPK1,MAPK3,MAP2K1,MAP2K2,PTPN7,PTPRR,RAC1,RAC2,RAC3,RAF1,RAP1A,RAP1B,RPS6KA1,RPS6KA2,RPS6KA3,RRAS,MAP2K4,BRAF,TRAF2,DUSP16,CASP3,PTPN5,MAP4K3,IKBKG,MKNK1,PLA2G4C,LAMTOR3,JMJD7-PLA2G4B,MAP3K14,MAP4K4,CDC42",0.0015,0,0
"134","04010_5","MAPK signaling pathway","17","AKT3,PPP5D1,DAXX,AKT1,AKT2,FAS,FASLG,MAP3K5,PPP5C,MAP2K3,MAP2K6,TGFB1,TGFB2,TGFB3,TGFBR1,TGFBR2,TRAF2",0.0015,0,0
"135","04010_6","MAPK signaling pathway","49","RASGRP1,RASGRP2,RASGRP4,CSF1R,EGFR,EPHA2,ERBB2,ERBB3,ERBB4,FGFR1,FGFR3,FGFR2,FGFR4,RRAS2,MRAS,FLT1,FLT3,FLT4,RASGRP3,GRB2,HRAS,IGF1R,INSR,ARAF,KDR,KIT,KRAS,MET,NF1,NGFR,NRAS,NTRK1,NTRK2,PDGFRA,PDGFRB,PRKCA,PRKCB,PRKCG,RAF1,RASA1,RASA2,RASGRF1,RASGRF2,RRAS,SOS1,SOS2,BRAF,TEK,RAPGEF2",0.0015,0,0
"136","04010_11","MAPK signaling pathway","59","AKT3,PPP5D1,TAB1,GADD45G,DUSP10,CHUK,ATF2,MAPK14,DAXX,GADD45A,DDIT3,DUSP2,DUSP3,DUSP4,DUSP5,DUSP7,DUSP8,DUSP9,ELK1,ELK4,AKT1,AKT2,TAB2,IKBKB,MAX,MEF2C,MAP3K4,MAP3K5,GADD45B,TAOK3,NLK,PPM1A,PPM1B,PPP5C,MAPK11,MAPK13,MAP2K3,MAP2K6,MAP2K7,TAOK1,PTPN7,PTPRR,MAPK12,MAP2K4,MAP3K7,TP53,TRAF2,MAPKAPK3,DUSP16,PTPN5,IKBKG,MAPKAPK5,RPS6KA4,MAP3K14,MAP3K6,RPS6KA5,MAPKAPK2,TAOK2,CDC25B",0.0015,0,0
"137","04010_12","MAPK signaling pathway","38","AKT3,TAB1,CHUK,MAP3K8,MAPK14,AKT1,AKT2,TAB2,MAPK8IP3,IKBKB,MAP3K1,MAP3K4,MAP3K5,NFKB1,NFKB2,TAOK3,NLK,PPM1A,PPM1B,MAPK11,MAPK13,MAP2K3,MAP2K6,TAOK1,MAP4K2,RELA,RELB,MAPK12,MAP2K4,MAP3K7,TRAF2,TRAF6,IKBKG,TRADD,MAP3K14,MAP3K6,CD14,TAOK2",0.0015,0,0
"138","04010_15","MAPK signaling pathway","53","AKT3,TAB1,CHUK,MAP3K8,CRK,CRKL,AKT1,AKT2,FLNA,MAPK8IP3,FLNB,FLNC,IKBKB,ARAF,ARRB1,ARRB2,MAP3K1,MAP3K5,MAP3K11,NFKB1,NFKB2,PAK1,PAK2,PPM1A,MAPK1,MAPK3,MAPK8,MAPK9,MAPK10,MAP2K1,MAP2K2,MAP2K7,MAP4K2,RAC1,RAC2,RAC3,RAF1,RELA,RELB,MAP2K4,BRAF,STK3,STK4,MAP3K7,TRAF2,CASP3,MAP4K3,IKBKG,LAMTOR3,TRADD,MAP3K14,MAP4K4,CDC42",0.0015,0,0
"139","04010_17","MAPK signaling pathway","8","IL1A,IL1B,IL1R1,IL1RAP,IRAK1,MYD88,IRAK4,TRAF6",0.0015,0,0
"140","04010_21","MAPK signaling pathway","61","AKT3,DUSP10,CHUK,ATF2,CRK,CRKL,MAPK14,DDIT3,DUSP2,DUSP3,DUSP4,DUSP5,DUSP7,DUSP8,DUSP9,ELK1,ELK4,AKT1,AKT2,MECOM,MAPK8IP3,MAPK8IP2,HSPA1A,HSPA1B,HSPA1L,HSPA2,HSPA6,HSPA8,IKBKB,JUN,JUND,MAX,MEF2C,MAP3K5,NFATC1,NFATC3,PPM1A,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,MAP2K3,MAP2K6,MAP2K7,PTPN7,PTPRR,MAPK12,MAP2K4,TP53,TRAF2,MAPKAPK3,DUSP16,PTPN5,IKBKG,MAPKAPK5,RPS6KA4,RPS6KA5,MAPKAPK2,MAPK8IP1,CDC25B",0.0015,0,0
"141","04010_22","MAPK signaling pathway","65","AKT3,MAP4K1,DUSP10,CHUK,CRK,CRKL,DUSP2,DUSP3,DUSP4,DUSP5,DUSP7,DUSP8,DUSP9,ELK1,AKT1,AKT2,MECOM,FLNA,MAPK8IP3,FLNB,FLNC,MAPK8IP2,HSPA1A,HSPA1B,HSPA1L,HSPA2,HSPA6,HSPA8,IKBKB,JUN,JUND,ARRB1,ARRB2,MAP3K1,MAP3K11,NFATC1,NFATC3,MAP3K20,PPM1A,MAPK8,MAPK9,MAPK10,MAP2K1,MAP2K2,MAP2K3,MAP2K6,MAP2K7,PTPN7,PTPRR,RAC1,RAC2,RAC3,MAP2K4,TP53,TRAF2,MAP3K12,DUSP16,CASP3,PTPN5,MAP4K3,IKBKG,MAP3K13,MAP4K4,MAPK8IP1,CDC42",0.0015,0,0
"142","04012_5","ErbB signaling pathway","32","AKT3,CDKN1A,CDKN1B,NRG3,NRG4,HBEGF,ERBB2,ERBB3,ERBB4,EREG,AKT1,AKT2,MTOR,GAB1,SHC2,GRB2,GSK3B,NRG1,SHC4,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,SHC3,BAD,SHC1,STAT5A,STAT5B,BTC,PIK3R3,NRG2",0.0015,0,0
"143","04012_7","ErbB signaling pathway","45","PAK4,CRK,CRKL,HBEGF,EGF,EGFR,ERBB2,ERBB3,ERBB4,EREG,ABL1,GAB1,SHC2,ABL2,GRB2,AREG,SHC4,NCK1,PAK1,PAK2,PAK3,PLCG1,SHC3,PLCG2,PRKCA,PRKCB,PRKCG,PAK6,PAK5,PTK2,SHC1,SOS1,SOS2,SRC,STAT5A,STAT5B,BTC,TGFA,CAMK2A,CAMK2B,CAMK2D,CAMK2G,NCK2,CBL,CBLB",0.0015,0,0
"144","04012_10","ErbB signaling pathway","15","PAK4,ELK1,JUN,NCK1,PAK1,PAK2,PAK3,MAPK8,MAPK9,MAPK10,MAP2K7,PAK6,PAK5,MAP2K4,NCK2",0.0015,0,0
"145","04012_11","ErbB signaling pathway","39","NRG3,CRK,CRKL,NRG4,HBEGF,EGF,EGFR,ERBB2,ERBB3,ERBB4,EREG,SHC2,GRB2,NRG1,HRAS,AREG,KRAS,SHC4,NCK1,NRAS,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLCG1,SHC3,PLCG2,SHC1,SOS1,SOS2,SRC,STAT5A,STAT5B,BTC,TGFA,NCK2,PIK3R3,CBL,CBLB,NRG2",0.0015,0,0
"146","04014_2","Ras signaling pathway","36","PLA2G4B,PLA2G16,PLA2G4E,ELK1,ETS1,ETS2,RRAS2,MRAS,PLA2G4F,PLA2G2D,PLA2G4D,PLA2G2E,HRAS,KRAS,PLA2G2C,NRAS,PLA2G3,PLA1A,PLA2G1B,PLA2G2A,PLA2G4A,PLA2G5,MAPK1,MAPK3,MAP2K1,MAP2K2,RAF1,RRAS,PLA2G2F,SHOC2,PLA2G12A,PLA2G6,PLA2G10,PLA2G12B,PLA2G4C,JMJD7-PLA2G4B",0.0015,0,0
"147","04014_5","Ras signaling pathway","60","AKT3,RASA4B,RASA4,RALBP1,RASSF1,AKT1,AKT2,RRAS2,MRAS,RASA3,RGL1,ABL1,ABL2,KSR2,HRAS,ARF6,KRAS,AFDN,NF1,NRAS,PLCE1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PRKCA,PRKCB,PRKCG,MAP2K1,MAP2K2,RGL2,RAB5A,RAB5B,RAB5C,RAC1,RAC2,RAC3,RAF1,RALA,RALB,RALGDS,RAP1A,RAP1B,RASA1,RASA2,RRAS,RASAL3,STK4,TIAM1,SHOC2,BRAP,RASSF5,RASAL1,PIK3R3,SYNGAP1,KSR1,RASAL2,RIN1,RAPGEF5",0.0015,0,0
"148","04014_6","Ras signaling pathway","55","AKT3,RASA4B,RASA4,PAK4,RALBP1,RASSF1,CHUK,AKT1,AKT2,RRAS2,MRAS,RASA3,RGL1,HRAS,IKBKB,KRAS,RHOA,AFDN,FOXO4,NF1,NRAS,PAK1,PAK2,PAK3,PLCE1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PAK6,PAK5,BAD,RGL2,RAC1,RAC2,RAC3,RAF1,RALGDS,RASA1,RASA2,RRAS,RASAL3,STK4,TIAM1,SHOC2,BRAP,RASSF5,RASAL1,PIK3R3,IKBKG,SYNGAP1,RASAL2,RIN1,RAPGEF5",0.0015,0,0
"149","04014_9","Ras signaling pathway","23","RALBP1,RRAS2,MRAS,RGL1,TBK1,HRAS,KRAS,NRAS,PLD1,PLD2,EXOC2,MAPK8,MAPK9,MAPK10,RGL2,RAC1,RAC2,RAC3,RALA,RALB,RALGDS,RRAS,CDC42",0.0015,0,0
"150","04014_10","Ras signaling pathway","22","RASGRP1,RASGRP2,RASGRP4,RRAS2,MRAS,GAB1,SHC2,RASGRP3,GRB2,HRAS,KRAS,SHC4,NRAS,SHC3,PTPN11,RASGRF1,RASGRF2,RRAS,SHC1,SOS1,SOS2,GAB2",0.0015,0,0
"151","04014_11","Ras signaling pathway","44","RASGRP1,RASGRP2,GNB5,RASGRP4,CALML6,RRAS2,MRAS,RASGRP3,GNB1,GNB2,GNB3,GNG3,GNG4,GNG5,GNG7,GNG10,GNG11,GNGT1,GNGT2,GRB2,HRAS,KRAS,NRAS,GNG13,CALML5,PLCG1,PLCG2,GNG2,PRKACA,PRKACB,PRKACG,GNG12,RASGRF1,RASGRF2,GNB4,RRAS,SOS1,SOS2,CALM1,CALM2,CALM3,CALML3,CALML4,GNG8",0.0015,0,0
"152","04014_12","Ras signaling pathway","27","RASGRP1,RASGRP2,RALBP1,RASGRP4,MRAS,RASGRP3,HRAS,KRAS,AFDN,NRAS,PLCE1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,RAF1,RALGDS,RASGRF1,RRAS,SOS1,TIAM1,BRAP,RASSF5,PIK3R3,RIN1,RAPGEF5",0.0015,0,0
"153","04015_2","Rap1 signaling pathway","63","AKT3,RGS14,MAPK14,CTNNB1,CTNND1,AKT1,AKT2,SIPA1L1,HRAS,ID1,PFN3,ITGAL,ITGAM,ITGB1,ITGB2,PFN4,KRAS,RHOA,AFDN,NRAS,PLCE1,PFN1,PFN2,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,APBB1IP,PRKD1,MAPK11,MAPK13,MAP2K1,MAP2K2,MAP2K3,MAP2K6,SIPA1L2,RAC1,RAC2,RAC3,RALA,RALB,RALGDS,RAP1A,RAP1B,RAP1GAP,RRAS,MAPK12,ARAP3,SIPA1,SRC,BRAF,THBS1,TIAM1,TLN1,VASP,VAV2,RASSF5,TLN2,PIK3R3,KRIT1,FARP2,CDC42",0.0015,0,0
"154","04015_3","Rap1 signaling pathway","82","RASGRP2,ADORA2A,ADORA2B,CRK,CRKL,CSF1,CSF1R,LPAR1,EFNA1,EFNA2,EFNA3,EFNA4,EFNA5,EGF,EGFR,EPHA2,F2R,FGF1,FGF2,FGF3,FGF4,FGF5,FGF6,FGF7,FGF8,FGF9,FGF10,FGFR1,FGFR3,FGFR2,FGFR4,VEGFD,FLT1,PLCB1,FLT4,LPAR3,FPR1,RASGRP3,FGF20,FGF21,FGF22,GNAQ,ANGPT1,LPAR4,ANGPT2,HGF,IGF1,IGF1R,INS,INSR,KDR,KIT,MET,KITLG,NGF,NGFR,P2RY1,ANGPT4,PDGFA,PDGFB,PDGFRA,PDGFRB,PGF,PLCB2,PLCB3,PLCB4,PDGFC,LPAR5,RAP1A,RAP1B,TEK,VEGFA,VEGFB,VEGFC,PDGFD,FGF23,FGF18,FGF17,FGF16,F2RL3,LPAR2,FGF19",0.0015,0,0
"155","04015_6","Rap1 signaling pathway","42","RASGRP2,RAPGEF3,RAPGEF4,CRK,CRKL,CSF1R,EGFR,EPHA2,FGFR1,FGFR3,FGFR2,FGFR4,FLT1,PLCB1,FLT4,PRKD3,RASGRP3,PRKD2,GNAQ,RAPGEF1,IGF1R,INSR,KDR,KIT,LCP2,MET,NGFR,PDGFRA,PDGFRB,RAPGEF6,PLCB2,PLCB3,PLCB4,PRKD1,RAP1A,RAP1B,TEK,SKAP1,BCAR1,RAPGEF2,DOCK4,RAPGEF5",0.0015,0,0
"156","04015_9","Rap1 signaling pathway","34","RASGRP2,RAPGEF3,ADCY1,ADCY2,ADCY3,RAPGEF4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,CALML6,ADCY4,PRKD3,RASGRP3,PRKD2,GNAQ,GNAS,RAPGEF1,LCP2,RAPGEF6,CALML5,PRKD1,RAP1A,RAP1B,CALM1,CALM2,CALM3,CALML3,SKAP1,CALML4,RAPGEF2,DOCK4,RAPGEF5",0.0015,0,0
"157","04015_13","Rap1 signaling pathway","40","RASGRP2,RAPGEF3,ADCY1,ADCY2,ADCY3,RAPGEF4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,CRK,CRKL,ADCY4,MRAS,PLCB1,PRKD3,RASGRP3,PRKD2,MAGI3,LAT,RAPGEF1,LCP2,RAPGEF6,PLCB2,PLCB3,PLCB4,PRKCA,PRKCB,PRKCG,PRKD1,RAP1A,RAP1B,SKAP1,MAGI1,RAPGEF2,DOCK4,RAPGEF5,MAGI2,CDH1",0.0015,0,0
"158","04020_4","Calcium signaling pathway","28","ADCY1,ADCY2,ADCY3,CHRM1,ADCY7,CHRM3,CHRM5,ADCY8,ADCY9,ADORA2A,ADORA2B,ADRB1,ADRB2,ADRB3,DRD1,DRD5,ADCY4,GNAL,GNAS,HRH2,HTR4,HTR5A,HTR6,HTR7,PLN,PRKACA,PRKACB,PRKACG",0.0015,0,0
"159","04022_1","cGMP-PKG signaling pathway","90","KCNMB2,MRVI1,MYL9,CREB3,CNGB1,CNGA1,CREB1,ATF2,ATF6B,ADRA1D,ADRA1B,ADRA1A,CREB3L4,ADRA2A,ADRA2B,ADRA2C,KCNU1,AGTR1,EDNRA,EDNRB,PLCB1,ATP1B4,KCNMB3,KCNMB4,GNA11,GNAQ,GTF2I,GUCY1A2,GUCY1A1,GUCY1B1,ITPR1,ITPR2,ITPR3,KCNJ8,KCNMA1,KCNMB1,PPP1R12A,ATF4,ATP1A1,ATP1A2,ATP1A3,ATP1A4,ATP1B1,ATP1B2,ATP1B3,NOS3,FXYD2,ATP2A1,ATP2A2,NPR1,NPR2,ATP2A3,ATP2B1,ATP2B2,ATP2B3,ATP2B4,PDE2A,PDE3A,PDE3B,PLCB2,PLCB3,PLCB4,PLN,PPP1CA,PPP1CB,PPP1CC,PRKCE,PRKG1,PRKG2,MAP2K1,MAP2K2,BAD,RAF1,RGS2,ROCK1,CREB3L2,SLC8A2,SLC8A1,SLC8A3,TRPC6,VASP,CACNA1C,CACNA1D,CACNA1F,CACNA1S,CREB3L3,CREB3L1,ROCK2,GTF2IRD1,CREB5",0.0015,0,0
"160","04022_4","cGMP-PKG signaling pathway","19","MEF2B,GATA4,MEF2A,BORCS8-MEF2B,MEF2C,MEF2D,MYH7,NFATC1,NFATC2,NFATC3,NFATC4,NPPB,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,SRF,TRPC6",0.0015,0,0
"161","04022_6","cGMP-PKG signaling pathway","18","AKT3,ADORA1,ADORA3,PIK3R6,AKT1,AKT2,PIK3R5,GNAI1,GNAI2,GNAI3,INSR,IRS1,NOS3,OPRD1,PIK3CG,BDKRB2,IRS4,IRS2",0.0015,0,0
"162","04022_7","cGMP-PKG signaling pathway","25","AKT3,CNGB1,CNGA1,PIK3R6,ADRB1,ADRB2,ADRB3,AKT1,AKT2,PIK3R5,GNAI1,GNAI2,GNAI3,GUCY1A2,GUCY1A1,GUCY1B1,NOS3,NPR1,NPR2,PDE2A,PDE3A,PDE3B,PIK3CG,PRKG1,PRKG2",0.0015,0,0
"163","04060_83","Cytokine-cytokine receptor interaction","8","LTA,LTB,LTBR,TNF,TNFRSF1A,TNFRSF1B,TNFSF14,TNFRSF14",0.0015,0,0
"164","04060_85","Cytokine-cytokine receptor interaction","8","TNFRSF11B,TNFSF11,TNFSF10,TNFRSF11A,TNFRSF10D,TNFRSF10C,TNFRSF10B,TNFRSF10A",0.0015,0,0
"165","04062_4","Chemokine signaling pathway","31","VAV3,DOCK2,FGR,HCK,ITK,RHOA,LYN,PAK1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PRKCZ,PARD3,PREX1,RAC1,RAC2,RAP1A,RAP1B,ROCK1,SRC,TIAM1,VAV1,VAV2,WAS,PIK3R3,WASL,ROCK2,ELMO1,CDC42",0.0015,0,0
"166","04064_1","NF-kappa B signaling pathway","27","CXCL2,BIRC2,BIRC3,XIAP,IKBKB,IL1B,CXCL8,CCL4L1,GADD45B,NFKB1,NFKB2,NFKBIA,PTGS2,BCL2,BCL2A1,RELA,BCL2L1,CCL4,MAP3K7,BTK,TNF,TNFAIP3,TRAF1,TRAF2,VCAM1,CFLAR,CCL4L2",0.0015,0,0
"167","04064_3","NF-kappa B signaling pathway","26","TAB1,TIRAP,TICAM1,TAB2,DDX58,TAB3,BIRC2,BIRC3,TICAM2,IKBKB,IL1R1,IRAK1,MYD88,NFKBIA,IRAK4,MAP3K7,BTK,TNFRSF1A,TRAF2,TRAF5,TRAF6,TRADD,RIPK1,TNFRSF11A,MAP3K14,CD40",0.0015,0,0
"168","04064_5","NF-kappa B signaling pathway","16","TAB1,CHUK,TAB2,TAB3,BIRC2,BIRC3,LTA,LTB,LTBR,MAP3K7,TRAF2,TRAF3,TRAF5,TRAF6,TNFSF14,MAP3K14",0.0015,0,0
"169","04064_9","NF-kappa B signaling pathway","8","TNFSF13B,ICAM1,NFKB2,RELB,CCL13,CCL19,CCL21,CXCL12",0.0015,0,0
"170","04064_21","NF-kappa B signaling pathway","8","CSNK2A1,CSNK2A2,CSNK2B,NFKB1,NFKBIA,BCL2A1,RELA,BCL2L1",0.0015,0,0
